cell	cell_x	cell_y	cell_n_transcripts	cell_density	cell_elongation	cell_area	cell_avg_confidence	cell_Celltype	Area_Cluster
1279	3340.14285714286	2063.44897959184	49	0.008979	1.661	5457	0.9557	B (Plasma)	2
128	2295.77272727273	1010.31818181818	22	0.005518	4.01	3987	0.807	Smooth Muscle	1
1280	1140.60869565217	4307.65217391304	46	0.01952	14.81	2357	0.9023	Telocyte	
1281	4799.75109170306	683.013100436681	229	0.02445	2.053	9366	0.999	Enterocyte (Mid Villus)	4
1282	2266.77528089888	3222.55617977528	178	0.02422	2.037	7350	0.999	Macrophage + DC	2
1283	4539.92079207921	896.861386138614	101	0.03086	1.969	3273	1	Enterocyte (Mid Villus)	4
1284	4912.15957446809	580.209219858156	282	0.02153	1.229	13100	0.985	Enterocyte (Mid Villus)	4
1285	2433.85714285714	3039.92857142857	42	0.0142	2.443	2958	0.8207	Endothelial	3
1286	4585.21787709497	836.162011173184	179	0.01604	1.779	11160	0.9973	Goblet	4
1287	4534.53631284916	957.821229050279	179	0.02225	2.173	8044	0.9941	Enterocyte (Mid Villus)	4
1288	1705.87254901961	3816.71568627451	102	0.01337	1.32	7627	0.9138	Smooth Muscle	1
1289	4590.6862745098	893.647058823529	51	0.04173	1.311	1222	1	Enterocyte (Mid Villus)	4
1290	1331.54545454545	4193.18181818182	11	0.009298	2.793	1183	0.9988	Smooth Muscle	1
1291	2192.2619047619	3203.45238095238	42	0.01717	3.062	2446	0.9342	Telocyte	3
1292	3609.98717948718	1849.16666666667	78	0.01554	2.87	5020	1	Enterocyte (Bottom Villus)	2
1293	4654.6	857.1	10	0.01894	5.185	528	1	Enterocyte (Mid Villus)	4
1294	4686.95762711864	789.78813559322	118	0.0194	3.262	6082	0.9995	Enterocyte (Mid Villus)	4
1295	3955.10810810811	1498.95945945946	74	0.01934	9.52	3827	0.9308	Enterocyte (Mid Villus)	4
1296	3614.1	1833.2	40	0.01507	3.681	2655	1	Goblet	2
1297	3537.7	1919.5	10	0.02548	4.34	392.5	0.9831	Stem + TA	2
1298	2908.11688311688	2686.36688311688	308	0.02458	2.212	12530	1	Stem + TA	2
1299	3017.20879120879	2525.87362637363	364	0.0291	4.038	12510	1	Stem + TA	2
13	2140.25490196078	252.202614379085	153	0.02833	2.552	5400	0.9931	Smooth Muscle	1
1300	3561.1	1872.75	20	0.02427	1.601	824	1	Stem + TA	2
1301	3679.74208144796	1802.76923076923	221	0.0182	1.574	12140	1	Enterocyte (Bottom Villus)	2
1302	3945.95283018868	1603.29245283019	106	0.01125	2.003	9424	0.9997	Enterocyte (Mid Villus)	4
1303	1517.53125	3990.39583333333	96	0.02249	2.803	4268	0.929	Smooth Muscle	1
1304	4409	1046.75	24	0.01352	6.144	1775	0.8853	B (Plasma)	4
1305	2988.93333333333	2554.26666666667	15	0.01218	5.164	1232	1	Stem + TA	2
1306	2204.58974358974	3292.8547008547	234	0.0222	1.867	10540	0.9935	Telocyte	3
1307	3440.77272727273	2072.40909090909	66	0.01495	1.028	4416	0.8898	B (Plasma)	3
1308	3877.6	1756.8	10	0.01921	1.794	520.5	1	Enterocyte (Mid Villus)	4
1309	1901.78313253012	3631.01204819277	83	0.01235	2.115	6723	0.8671	Smooth Muscle	
131	2868.5	398.804347826087	46	0.01214	2.523	3790	0.9189	Stromal	3
1310	1472.89473684211	4039.31578947368	19	0.00903	1.887	2104	0.8709	Stromal	1
1311	2408.92063492063	3128.66666666667	63	0.01265	3.189	4982	0.864	Endothelial	3
1312	2877.25373134328	2636.5447761194	134	0.0193	1.395	6943	1	Stem + TA	2
1313	4066.22916666667	1418.08333333333	48	0.01431	2.358	3354	0.9303	B (Plasma)	3
1314	4240.07352941176	1292.29411764706	68	0.01574	1.895	4320	0.9931	Macrophage + DC	3
1315	4500.68518518519	1036.57407407407	54	0.01575	2.763	3428	0.9782	Enterocyte (Mid Villus)	4
1316	3667.34864300626	1818.91022964509	479	0.02203	2.213	21740	0.9972	Enterocyte (Bottom Villus)	2
1317	1375.02857142857	4152.91428571429	35	0.01404	2.104	2492	0.9937	Smooth Muscle	1
1318	5360.59090909091	171	66	0.008788	2.14	7510	0.9458	Goblet	4
1319	3114.0539083558	2464.63611859838	371	0.03089	2.458	12010	0.9966	Stem + TA	2
132	1762.52222222222	1508.31111111111	90	0.03427	2.95	2626	0.9545	Smooth Muscle	1
1320	3142.93548387097	2359.22580645161	62	0.01184	2.29	5237	0.9491	Stromal	2
1321	4756.39461883408	786.309417040359	223	0.01984	1.638	11240	0.9838	Enterocyte (Mid Villus)	4
1322	2929.64285714286	2675.21428571429	84	0.01692	2.595	4964	0.9948	Stem + TA	2
1323	1467.12195121951	4097.9512195122	41	0.009961	2.147	4116	0.8914	Stromal	1
1324	3352.20454545455	2129.22727272727	88	0.01649	3.732	5335	0.9974	Stromal	3
1325	4704.38805970149	734.134328358209	67	0.01106	3.421	6058	0.9995	Enterocyte (Mid Villus)	4
1326	2567.42028985507	2998.63768115942	69	0.01562	2.305	4418	0.9554	Telocyte	3
1327	2673.98148148148	2885.83333333333	54	0.009418	3.097	5734	0.9731	Telocyte	3
1328	4605.15104166667	943.296875	192	0.02079	3.774	9236	0.9962	Enterocyte (Mid Villus)	3
1329	3845.27683615819	1653.85875706215	354	0.03189	2.499	11100	0.9998	Enterocyte (Bottom Villus)	2
133	2626.3125	714.875	16	0.008138	1.894	1966	0.7543	Stromal	3
1330	1264.54651162791	4303.83720930233	86	0.02653	1.939	3242	0.9904	Smooth Muscle	1
1331	1602.38235294118	3907.14705882353	68	0.01349	1.266	5040	0.964	Smooth Muscle	1
1332	1193.64285714286	4372.35714285714	14	0.02001	5.302	699.5	0.9899	Smooth Muscle	1
1333	3004.18421052632	2570.55263157895	76	0.01286	1.969	5908	1	Stem + TA	2
1334	1735.97619047619	3737.02380952381	84	0.01176	2.053	7144	0.8707	Smooth Muscle	1
1335	4584.94565217391	1024.53260869565	92	0.01484	1.016	6198	0.9893	Enterocyte (Mid Villus)	4
1336	3661.12711864407	1945.72881355932	118	0.01715	1.797	6882	0.9919	Stem + TA	2
1337	3632.16666666667	1949.83333333333	12	0.01036	7.578	1158	1	Enterocyte (Bottom Villus)	2
1338	2207.20238095238	3373.7619047619	84	0.01887	2.098	4452	0.9701	B (Plasma)	3
134	1681.52985074627	1568.5223880597	134	0.03098	1.333	4326	0.9865	Smooth Muscle	1
1340	4245.08530805687	1358.06161137441	211	0.02857	1.315	7386	0.9726	B (Plasma)	3
1341	1365.98529411765	4218.44117647059	68	0.01435	2.043	4740	0.97	Smooth Muscle	1
1342	1707.25	3900.98275862069	116	0.01429	1.253	8118	0.977	Smooth Muscle	1
1343	1999.52808988764	3514.04494382022	89	0.01519	2.504	5858	0.9305	Macrophage + DC	3
1345	3189.68115942029	2401.4347826087	69	0.01382	2.311	4994	0.9388	Stromal	3
1346	3465	2184.3	10	0.025	8.422	400	0.9286	Stromal	3
1347	1586.16393442623	3982.08196721311	122	0.01588	1.304	7684	0.9564	Smooth Muscle	1
1348	1348.63963963964	4263.22522522523	111	0.02115	2.418	5248	0.9817	Smooth Muscle	1
1349	4976.19760479042	667.97005988024	167	0.03255	2.975	5130	1	Enterocyte (Mid Villus)	4
135	1801.33333333333	1480.44444444444	27	0.01642	1.307	1644	0.9974	Smooth Muscle	1
1350	4727.9497716895	876.872146118722	219	0.02054	1.405	10660	0.9886	Enterocyte (Mid Villus)	4
1351	2857.93442622951	2765.59016393443	61	0.02194	2.438	2780	0.9996	Macrophage + DC	3
1352	5289	323.166666666667	48	0.01809	1.795	2654	0.995	Enterocyte (Mid Villus)	4
1353	2582.89583333333	3036.9375	48	0.01399	1.132	3430	1	T (CD4+)	3
1354	1182.0625	4405.24107142857	112	0.02122	1.873	5278	0.9472	Smooth Muscle	1
1355	5363.78378378378	261.72972972973	37	0.01433	4.353	2582	0.9642	T (CD8+)	4
1356	1568.55428571429	4064.56	175	0.01736	1.193	10080	0.9665	Smooth Muscle	1
1357	4259.95	1281.4	20	0.01305	4.691	1532	0.9858	Stromal	3
1358	4508.8	1107.95	20	0.00993	1.96	2014	0.9358	Macrophage + DC	4
1359	5001.92682926829	596.798780487805	164	0.01947	1.67	8425	1	Enterocyte (Mid Villus)	4
136	2949.92592592593	367.859259259259	135	0.0192	1.843	7033	0.9995	Macrophage + DC	3
1360	4866.43404255319	716.378723404255	235	0.02535	2.201	9270	1	Enterocyte (Mid Villus)	4
1361	1422.95918367347	4187.22448979592	49	0.01166	1.29	4204	0.9896	Endothelial	1
1362	3870.18181818182	1739.55194805195	154	0.01603	2.672	9608	0.9998	Enterocyte (Mid Villus)	4
1363	2919.68027210884	2749.78231292517	294	0.03529	1.985	8332	0.9997	Goblet	2
1364	2752.32467532468	2803.42857142857	77	0.01337	2.579	5758	0.9724	Stromal	3
1365	3933.86134453782	1658.43277310924	238	0.02247	3.961	10590	0.9977	Enterocyte (Mid Villus)	4
1366	5308.25	266.071428571429	56	0.007946	2.23	7048	0.8823	Enterocyte (Mid Villus)	4
1367	2926.875	2558.75	136	0.01901	3.689	7156	0.9999	Stem + TA	2
1369	4286.33928571429	1255.17857142857	56	0.01437	1.618	3898	0.9811	Macrophage + DC	3
137	1640.31578947368	1695.84210526316	19	0.01311	1.639	1449	1	Stromal	1
1370	1435.91935483871	4156.59677419355	62	0.01411	1.773	4393	0.9388	Endothelial	1
1371	2818.42647058824	2799.63235294118	68	0.02316	1.256	2936	0.9971	Macrophage + DC	3
1372	3592.38565022422	1914.44394618834	223	0.01956	1.654	11400	0.988	Stem + TA	2
1373	3898.44186046512	1700.74418604651	43	0.01124	2.151	3826	0.9992	Enterocyte (Bottom Villus)	4
1374	5067.71428571429	574.428571428571	35	0.01386	2.943	2526	0.9715	Goblet	4
1375	3760.49612403101	1779.17829457364	129	0.01344	3.678	9601	0.9846	Enterocyte (Bottom Villus)	2
1376	4836.68874172185	766.192052980132	151	0.01368	1.501	11040	0.998	Enterocyte (Mid Villus)	4
1377	1298.08510638298	4338.40425531915	47	0.04265	1.154	1102	0.9873	ICC	1
1378	3719.40625	1938	32	0.0137	1.256	2335	0.9739	Goblet	2
1379	3892.73333333333	1756.73333333333	15	0.01018	5.304	1473	1	Enterocyte (Mid Villus)	4
138	3087.69411764706	239.247058823529	85	0.01653	3.279	5143	0.9829	Stromal	3
1380	2693.5	2872.66666666667	12	0.01198	1.817	1002	0.9281	Stromal	3
1381	2229.12371134021	3344.57731958763	97	0.01366	1.954	7099	0.9282	B (Plasma)	3
1383	4780.29807692308	911.740384615385	104	0.02211	2.078	4704	0.9999	Goblet	4
1384	3810.69444444444	1832.59259259259	108	0.0137	5.409	7884	0.9785	Enterocyte (Bottom Villus)	4
1385	5257.93650793651	464.825396825397	126	0.01474	2.08	8550	0.995	Enterocyte (Mid Villus)	4
1386	1222.10884353741	4459.7074829932	147	0.03624	2.502	4056	0.9987	Smooth Muscle	1
1387	4093.07575757576	1580.60606060606	66	0.01499	2.079	4402	1	B (Plasma)	4
1388	2387.90476190476	3275.12244897959	147	0.01897	2.185	7748	0.9994	T (CD4+)	3
139	3259.61797752809	21.8876404494382	89	0.02208	2.277	4030	0.9942	Stem + TA	2
1390	4097.13461538462	1533.71153846154	52	0.01274	1.853	4083	0.764	B (Plasma)	4
1391	2749.36206896552	2912.38793103448	116	0.01918	2.532	6048	0.991	T (CD4+)	3
1392	4582.8	1005.68	25	0.008181	2.919	3056	0.9095	Stromal	4
1394	4378.28260869565	1272.60869565217	46	0.007964	1.558	5776	0.9482	B (Plasma)	3
1395	1256.32394366197	4438.19718309859	71	0.01829	1.633	3881	0.9544	Smooth Muscle	1
1396	1748.02985074627	3986.38805970149	134	0.01281	1.242	10460	0.9002	Smooth Muscle	1
1397	2785.18644067797	2847.52542372881	59	0.01786	2.166	3304	1	B (Plasma)	3
1398	1187.625	4524.15625	64	0.02167	3.297	2954	0.9804	Smooth Muscle	1
1399	3194.64159292035	2521.61061946903	226	0.02664	3.691	8483	0.9996	Stem + TA	2
14	2020.58620689655	355.379310344828	29	0.01232	1.268	2354	0.8282	Smooth Muscle	
140	1623.7868852459	1697.04918032787	61	0.02142	2.985	2848	0.9281	Smooth Muscle	1
1400	5240.35714285714	361.214285714286	14	0.0147	3.811	952.5	0.8166	Enterocyte (Mid Villus)	4
1401	4397.77419354839	1242.35483870968	62	0.01642	2.41	3776	0.9768	Stromal	3
1402	3997.25112107623	1649.84304932735	223	0.02868	4.304	7776	0.9989	Goblet	4
1403	4798.70454545455	838.568181818182	88	0.02211	5.671	3980	0.993	Enterocyte (Mid Villus)	4
1404	1342.30909090909	4338.76363636364	55	0.01966	1.189	2797	0.9816	Smooth Muscle	1
1405	1548.66666666667	4157.5291005291	189	0.01445	1.085	13080	0.9612	Smooth Muscle	1
1406	1154.85714285714	4467.19047619048	63	0.01338	1.422	4710	0.9147	Stromal	1
1407	4838.85227272727	846.181818181818	88	0.02581	3.978	3410	0.9829	Enterocyte (Mid Villus)	4
1408	2152.4	3468.95	60	0.02331	6.177	2574	0.9242	Telocyte	
1409	1141.30882352941	4524.16176470588	68	0.02129	1.643	3194	0.9788	Smooth Muscle	1
141	2817.99264705882	498.463235294118	136	0.02636	5.618	5160	0.9828	Stromal	3
1410	2488.46808510638	3210.63829787234	47	0.01625	2.396	2892	0.8376	Endothelial	3
1411	3744.7012987013	1846.92207792208	77	0.03095	1.643	2488	1	Enterocyte (Bottom Villus)	2
1412	4445.79310344828	1183.75862068966	29	0.008462	2.095	3427	0.884	Stromal	3
1413	2398.96551724138	3262.55172413793	29	0.00822	4.497	3528	0.985	Stromal	3
1414	1116.84713375796	4592.16560509554	157	0.02983	2.211	5263	0.9997	Smooth Muscle	1
1415	4563.13333333333	1164.16	75	0.01964	2.563	3818	0.9934	Macrophage + DC	3
1416	5367.15107913669	344.647482014389	139	0.017	3.056	8177	0.998	Enterocyte (Mid Villus)	4
1417	5301.34146341463	392.09756097561	41	0.007559	2.42	5424	0.9217	Enterocyte (Mid Villus)	4
1418	1295.4375	4402.0625	16	0.01383	3.672	1157	0.8679	Smooth Muscle	1
1419	1280.24137931034	4413.03448275862	29	0.01116	1.815	2598	0.9391	Stromal	1
142	3147.45812807882	89.0049261083744	203	0.01404	1.944	14460	0.9953	Paneth	2
1420	3789.09375	1911.09375	32	0.01379	5.407	2321	0.9999	Enterocyte (Bottom Villus)	4
1421	3240.69642857143	2462.26785714286	112	0.01387	1.607	8077	0.9931	Stromal	2
1422	4324.13907284768	1364.1059602649	151	0.01767	1.245	8547	0.999	Macrophage + DC	3
1423	5686.30434782609	37.8260869565217	23	0.009944	3.671	2313	0.884	Enterocyte (Mid Villus)	4
1424	4920.54430379747	768.721518987342	237	0.02508	2.245	9450	0.9926	Enterocyte (Mid Villus)	4
1425	3815.31818181818	1925.59090909091	22	0.02708	3.382	812.5	1	Enterocyte (Bottom Villus)	4
1426	3059	2699.34166666667	120	0.02434	1.122	4931	1	Stem + TA	2
1428	3723.6043956044	1927.3956043956	91	0.01774	3.54	5130	0.9855	Stem + TA	2
1429	2838.76288659794	2887.69072164948	97	0.01899	1.599	5109	0.9993	B (Plasma)	3
143	3189.37073170732	120.317073170732	205	0.01803	1.556	11370	1	Stem + TA	2
1430	4044.39495798319	1619.64285714286	238	0.01992	2.418	11950	0.992	Enterocyte (Bottom Villus)	4
1432	4508.38043478261	1200.09782608696	92	0.02492	1.432	3692	0.9985	Macrophage + DC	3
1433	3025.84358974359	2772.57179487179	390	0.03294	4.879	11840	1	Stem + TA	2
1434	2275.53284671533	3467.09489051095	137	0.02271	3.036	6032	0.9457	Macrophage + DC	2
1435	4922.65	715.4	40	0.01264	1.727	3164	0.9707	Enterocyte (Mid Villus)	4
1436	1919.06741573034	3732.88764044944	89	0.01064	3.873	8368	0.8498	Smooth Muscle	
1437	4600.56666666667	1091.73333333333	30	0.009234	2.212	3249	0.9234	Endothelial	4
1438	5104.47668393782	613.00518134715	193	0.01822	1.552	10590	0.9918	Goblet	4
1439	3043.62429906542	2629.32336448598	535	0.05052	1.337	10590	1	Stem + TA	2
144	1598.40816326531	1715.83673469388	49	0.02007	2.418	2442	0.9989	Smooth Muscle	1
1440	3659.59701492537	1979.19402985075	67	0.009753	2.087	6870	0.9763	Enterocyte (Bottom Villus)	2
1441	1748.73333333333	4064.81666666667	60	0.01204	1.4	4982	0.8034	Smooth Muscle	1
1443	1631.38596491228	4124.63157894737	57	0.01056	2.441	5396	0.8527	Smooth Muscle	1
1444	2764	3014.125	16	0.02291	39.18	698.5	0.9176	Stromal	3
1445	4823.25882352941	970.105882352941	85	0.01081	2.964	7860	0.9382	Enterocyte (Mid Villus)	4
1447	2758.79166666667	2954.25	24	0.01303	2.441	1842	0.9253	Stromal	3
1448	3790.13513513513	1906.08108108108	37	0.01939	6.056	1908	0.9996	Enterocyte (Bottom Villus)	4
1449	5032.69523809524	687.342857142857	105	0.01873	4.319	5606	1	Enterocyte (Mid Villus)	4
145	2751.38095238095	571.97619047619	42	0.0162	1.91	2592	0.9261	Telocyte	1
1451	2625.74336283186	3102.57522123894	113	0.01517	3.015	7447	0.8929	Endothelial	3
1452	3843.7610619469	1879.89380530973	113	0.02011	4.592	5619	0.9909	Enterocyte (Bottom Villus)	4
1453	3315.4696969697	2419.09090909091	66	0.01188	1.602	5554	0.9325	Stromal	
1456	4652.30555555556	1126.72222222222	36	0.02691	1.601	1338	0.9739	Macrophage + DC	3
1457	2169.69696969697	3574.22727272727	66	0.01737	2.474	3799	0.8971	Macrophage + DC	1
1458	3897.42774566474	1821.25433526012	173	0.01681	1.431	10290	0.9987	Enterocyte (Bottom Villus)	4
1459	3834.34615384615	1953.03846153846	104	0.02494	1.839	4170	0.9999	Enterocyte (Bottom Villus)	4
146	2882.07692307692	505.153846153846	26	0.01284	4.686	2025	0.9717	T (CD4+)	3
1460	4006.8125	1744.625	32	0.01394	5.557	2296	1	Enterocyte (Mid Villus)	4
1461	4977.48245614035	764.894736842105	228	0.02914	1.939	7824	0.9993	Enterocyte (Mid Villus)	4
1463	4165.30541871921	1612.92118226601	203	0.02153	1.197	9428	0.9963	Goblet	4
1464	5272.45333333333	475.773333333333	75	0.0099	2.052	7576	0.9999	Enterocyte (Mid Villus)	4
1465	3241.29411764706	2566.11764705882	17	0.01279	1.4	1329	1	Goblet	2
1466	5396.74358974359	303.166666666667	78	0.01628	2.946	4790	0.9779	Enterocyte (Mid Villus)	4
1467	3003.44025157233	2702.7893081761	318	0.04126	1.376	7708	0.9999	Goblet	2
1468	4469	1251.25714285714	35	0.021	2.669	1667	0.999	T (CD4+)	3
1469	1355.35	4389.2	40	0.00814	1.571	4914	0.8551	Smooth Muscle	1
147	3044.42105263158	299.868421052632	76	0.0114	1.009	6664	0.9777	Macrophage + DC	3
1470	5049.9349112426	662.502958579882	169	0.01713	4.381	9868	0.9901	Enterocyte (Mid Villus)	4
1471	2246.17647058824	3537.98823529412	85	0.01823	1.22	4663	0.9608	Stromal	3
1472	5400.71428571429	424.642857142857	14	0.01434	7.331	976.5	0.9984	T (CD8+)	4
1473	3295.04255319149	2483.12765957447	47	0.00898	1.239	5234	0.9724	Stromal	2
1474	3987.7	1707.2	20	0.009447	2.359	2117	0.9962	Enterocyte (Mid Villus)	4
1475	3141.05555555556	2631.94444444444	18	0.0281	6.009	640.5	1	Stem + TA	2
1476	4132.7962962963	1698.02777777778	216	0.01896	1.213	11390	0.9979	Enterocyte (Mid Villus)	4
1477	3102.63362068966	2643.3275862069	232	0.0362	6.202	6408	1	Stem + TA	2
1478	3661.24324324324	2155.48648648649	37	0.0171	1.84	2164	0.9336	Endothelial	1
1479	4367.16197183099	1291.16901408451	142	0.01655	3.142	8578	0.991	Endothelial	3
148	1841.69565217391	1486.73913043478	92	0.01743	1.429	5278	0.9594	Smooth Muscle	1
1480	3755.66265060241	2017.42168674699	166	0.01802	4.361	9210	0.9925	Enterocyte (Bottom Villus)	2
1481	2881.21212121212	2853.81818181818	33	0.02	3.479	1650	0.9949	Stromal	1
1482	1014.13725490196	4800.47058823529	51	0.0145	3.993	3517	0.8214	Telocyte	
1483	5301.26829268293	387.243902439024	82	0.01263	2.394	6492	0.9684	Enterocyte (Mid Villus)	4
1484	2374.72527472527	3347.86813186813	91	0.02407	2.131	3781	1	Paneth	3
1485	4104.99047619048	1622.53333333333	105	0.01379	3.857	7614	0.9761	Enterocyte (Mid Villus)	4
1486	3776.16666666667	2064.06666666667	30	0.01854	2.446	1618	1	Enterocyte (Mid Villus)	2
1487	1567.35971223022	4255	139	0.01348	1.439	10310	0.9426	Smooth Muscle	1
1488	2767.85714285714	3028.91836734694	49	0.01078	2.48	4546	0.9428	Stromal	3
1489	4498.26923076923	1235.76923076923	26	0.01071	1.695	2427	0.9294	Stromal	3
149	1688.53333333333	1631.33333333333	45	0.01819	2.717	2474	0.9506	Smooth Muscle	1
1490	2452.60103626943	3326.29533678756	193	0.0175	2.252	11030	0.9993	Paneth	3
1491	1176.5	4627.88333333333	60	0.02253	1.197	2663	0.9728	Smooth Muscle	1
1493	3907.1	1816.7	20	0.006042	5.001	3310	0.9999	Stromal	4
1494	4155.6	1714.33333333333	15	0.007837	2.477	1914	1	Goblet	4
1495	4927	819.307692307692	13	0.02401	4.819	541.5	1	Enterocyte (Mid Villus)	4
1496	3145.6404494382	2649.80898876404	89	0.01788	2.309	4978	1	Stem + TA	2
1497	2831.76100628931	2975.74213836478	159	0.02035	1.191	7812	0.9899	Stem + TA	3
1498	4868.94923857868	905.263959390863	197	0.02	2.426	9852	0.9983	Enterocyte (Mid Villus)	4
1499	4572.00952380952	1244.06666666667	105	0.02346	1.401	4476	1	Macrophage + DC	3
1500	4616.41772151899	1184.18987341772	79	0.01621	1.841	4874	0.9707	B (Plasma)	3
1501	4042.83684210526	1718.98947368421	190	0.02087	1.573	9106	0.9999	Goblet	4
1502	3967.60648148148	1771.68981481481	216	0.02651	1.269	8148	0.9952	Enterocyte (Mid Villus)	4
1503	4952.78475336323	857.448430493274	223	0.02405	2.224	9273	0.9996	Goblet	4
1504	2579.05084745763	3240.40677966102	59	0.0159	1.732	3711	0.985	Stromal	2
1505	3067.78195488722	2732.63157894737	133	0.03469	3.508	3834	1	Stem + TA	2
1506	5382.9375	481.4375	16	0.0153	3.547	1046	0.9996	Enterocyte (Mid Villus)	4
1507	1266.52173913043	4537.94565217391	92	0.01774	1.378	5186	0.9175	Smooth Muscle	1
1508	4736.66666666667	1090.88888888889	18	0.0411	16.8	438	0.9998	Macrophage + DC	3
1509	1238.66666666667	4652.82608695652	69	0.01699	3.8	4062	0.8803	Smooth Muscle	1
151	2928.11428571429	345.485714285714	140	0.01853	1.708	7556	0.9837	Macrophage + DC	3
1510	5191.40909090909	602.4375	176	0.01911	2.435	9211	0.9946	Enterocyte (Mid Villus)	4
1511	4358.07076923077	1437.11384615385	325	0.02596	2.265	12520	0.987	B (Plasma)	3
1512	1355.63636363636	4508.42424242424	33	0.01551	5.133	2128	0.8313	Smooth Muscle	1
1513	3187.80099502488	2682.86069651741	201	0.02744	1.088	7325	0.9999	Stem + TA	2
1514	2606.27777777778	3257.94444444444	18	0.006376	5.37	2823	0.9894	Stromal	2
1515	4691.86363636364	1090.4696969697	132	0.01074	2.332	12290	0.9519	B (Plasma)	3
1516	2077.80555555556	3772.55555555556	36	0.00995	1.121	3618	0.9121	Telocyte	3
1517	5209.87142857143	531.438095238095	210	0.0178	2.001	11800	0.9883	Enterocyte (Mid Villus)	4
1518	4826.84	1084.96	25	0.01344	2.172	1860	0.8644	Macrophage + DC	4
1519	2316.28125	3534.875	32	0.01348	2.289	2374	0.9998	Telocyte	2
152	1795.6511627907	1582.79069767442	129	0.01801	1.559	7163	0.9701	Smooth Muscle	1
1520	2148	3654.92592592593	27	0.02642	2.09	1022	0.8978	Telocyte	
1521	4510.54237288136	1286.42372881356	59	0.01185	1.655	4979	0.995	T (CD4+)	3
1522	2464.39256198347	3330.45867768595	242	0.02086	1.272	11600	0.9978	Paneth	3
1524	1111.71875	4708.70833333333	96	0.02469	3.546	3888	0.9985	Smooth Muscle	1
1525	5673.31932773109	165.567226890756	238	0.01528	2.265	15580	0.9204	Enterocyte (Mid Villus)	4
1527	1253.5775862069	4594.16379310345	116	0.0185	2.271	6271	0.9798	Smooth Muscle	1
1528	2039.25641025641	3832.51282051282	39	0.01186	1.839	3288	1	Myenteric Plexus	3
1529	4440.6	1316.21538461538	65	0.01024	3.136	6345	0.9901	T (CD4+)	3
153	1768.0303030303	1608.30303030303	33	0.01681	2.245	1963	0.9985	Smooth Muscle	1
1530	4924.79646017699	935.12389380531	113	0.01682	1.344	6719	1	Enterocyte (Mid Villus)	4
1531	2423.7003257329	3410.2345276873	307	0.02225	10.52	13800	0.9949	Stem + TA	2
